Site,Parameter,Date LT,Year,Month,Day,Hour,NowCast Conc,AQI,AQI_Category,Raw Conc,Conc Unit,Duration,QC Name
Ulaanbaatar,PM2.5 - Principal,01JAN18:03:00:00,2018,1,1,3,493.6,496,Hazardous,484,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:04:00:00,2018,1,1,4,470.9,481,Hazardous,451,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:05:00:00,2018,1,1,5,467.4,478,Hazardous,464,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:06:00:00,2018,1,1,6,467.4,478,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01JAN18:07:00:00,2018,1,1,7,473.8,482,Hazardous,469,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:08:00:00,2018,1,1,8,454.3,470,Hazardous,414,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:09:00:00,2018,1,1,9,331.8,382,Hazardous,240,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:10:00:00,2018,1,1,10,208.9,259,Very Unhealthy,94,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:11:00:00,2018,1,1,11,175.9,226,Very Unhealthy,144,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:12:00:00,2018,1,1,12,163.3,214,Very Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:13:00:00,2018,1,1,13,165.1,215,Very Unhealthy,167,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:14:00:00,2018,1,1,14,158.0,208,Very Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:15:00:00,2018,1,1,15,129.4,189,Unhealthy,101,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:16:00:00,2018,1,1,16,151.6,202,Very Unhealthy,174,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:17:00:00,2018,1,1,17,143.3,196,Unhealthy,135,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:18:00:00,2018,1,1,18,105.6,177,Unhealthy,68,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:19:00:00,2018,1,1,19,81.7,165,Unhealthy,58,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:20:00:00,2018,1,1,20,83.8,166,Unhealthy,86,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:21:00:00,2018,1,1,21,135.9,193,Unhealthy,188,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:22:00:00,2018,1,1,22,143.4,196,Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JAN18:23:00:00,2018,1,1,23,95.7,172,Unhealthy,48,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:00:00:00,2018,1,2,0,272.8,323,Hazardous,450,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:01:00:00,2018,1,2,1,360.9,408,Hazardous,449,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:02:00:00,2018,1,2,2,217.4,267,Very Unhealthy,74,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:03:00:00,2018,1,2,3,137.2,193,Unhealthy,57,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:04:00:00,2018,1,2,4,100.6,174,Unhealthy,64,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:05:00:00,2018,1,2,5,78.7,163,Unhealthy,57,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:06:00:00,2018,1,2,6,75.3,161,Unhealthy,72,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:07:00:00,2018,1,2,7,61.1,154,Unhealthy,47,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:08:00:00,2018,1,2,8,63.0,155,Unhealthy,65,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:09:00:00,2018,1,2,9,119.5,184,Unhealthy,176,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:10:00:00,2018,1,2,10,231.7,281,Very Unhealthy,344,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:11:00:00,2018,1,2,11,278.4,329,Hazardous,325,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:12:00:00,2018,1,2,12,278.3,329,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01FEB18:15:00:00,2018,1,2,15,49.6,136,Unhealthy for Sensitive Group,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:16:00:00,2018,1,2,16,34.9,99,Moderate,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:17:00:00,2018,1,2,17,29.7,88,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:18:00:00,2018,1,2,18,26.2,81,Moderate,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:19:00:00,2018,1,2,19,34.2,97,Moderate,42,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:20:00:00,2018,1,2,20,44.1,122,Unhealthy for Sensitive Group,54,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:21:00:00,2018,1,2,21,77.6,162,Unhealthy,111,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:22:00:00,2018,1,2,22,70.2,159,Unhealthy,63,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01FEB18:23:00:00,2018,1,2,23,77.1,162,Unhealthy,84,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:00:00:00,2018,1,3,0,68.0,157,Unhealthy,59,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:01:00:00,2018,1,3,1,148.5,199,Unhealthy,229,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:02:00:00,2018,1,3,2,171.7,222,Very Unhealthy,195,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:03:00:00,2018,1,3,3,124.4,187,Unhealthy,77,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:04:00:00,2018,1,3,4,121.2,185,Unhealthy,118,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:05:00:00,2018,1,3,5,147.6,199,Unhealthy,174,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:06:00:00,2018,1,3,6,196.3,246,Very Unhealthy,245,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:07:00:00,2018,1,3,7,190.1,240,Very Unhealthy,184,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:08:00:00,2018,1,3,8,196.6,247,Very Unhealthy,203,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:09:00:00,2018,1,3,9,304.3,354,Hazardous,412,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:10:00:00,2018,1,3,10,304.4,354,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01MAR18:11:00:00,2018,1,3,11,200.8,251,Very Unhealthy,149,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:12:00:00,2018,1,3,12,156.3,207,Very Unhealthy,123,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:13:00:00,2018,1,3,13,183.8,234,Very Unhealthy,208,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:14:00:00,2018,1,3,14,136.4,193,Unhealthy,92,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:15:00:00,2018,1,3,15,125.5,187,Unhealthy,115,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:16:00:00,2018,1,3,16,97.5,173,Unhealthy,70,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:17:00:00,2018,1,3,17,80.6,164,Unhealthy,64,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:18:00:00,2018,1,3,18,66.7,157,Unhealthy,53,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:19:00:00,2018,1,3,19,53.8,146,Unhealthy for Sensitive Group,41,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:20:00:00,2018,1,3,20,110.9,180,Unhealthy,168,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:21:00:00,2018,1,3,21,195.9,246,Very Unhealthy,281,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:22:00:00,2018,1,3,22,147.4,198,Unhealthy,99,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAR18:23:00:00,2018,1,3,23,181.7,232,Very Unhealthy,216,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:00:00:00,2018,1,4,0,317.4,367,Hazardous,453,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:01:00:00,2018,1,4,1,349.7,399,Hazardous,382,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:02:00:00,2018,1,4,2,349.7,399,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01APR18:05:00:00,2018,1,4,5,320.8,371,Hazardous,263,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:06:00:00,2018,1,4,6,282.3,333,Hazardous,251,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:07:00:00,2018,1,4,7,268.0,318,Hazardous,255,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:08:00:00,2018,1,4,8,244.4,294,Very Unhealthy,222,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:09:00:00,2018,1,4,9,268.5,319,Hazardous,292,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:10:00:00,2018,1,4,10,268.5,319,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01APR18:14:00:00,2018,1,4,14,139.6,194,Unhealthy,115,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:15:00:00,2018,1,4,15,113.4,181,Unhealthy,93,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:16:00:00,2018,1,4,16,150.1,200,Unhealthy,183,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:17:00:00,2018,1,4,17,214.3,264,Very Unhealthy,275,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:18:00:00,2018,1,4,18,242.0,292,Very Unhealthy,269,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:19:00:00,2018,1,4,19,234.9,285,Very Unhealthy,228,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:20:00:00,2018,1,4,20,329.3,379,Hazardous,423,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01APR18:21:00:00,2018,1,4,21,329.3,379,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01APR18:22:00:00,2018,1,4,22,316.4,366,Hazardous,310,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:02:00:00,2018,1,5,2,291.9,342,Hazardous,301,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:03:00:00,2018,1,5,3,281.4,332,Hazardous,273,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:04:00:00,2018,1,5,4,282.0,332,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01MAY18:05:00:00,2018,1,5,5,346.4,396,Hazardous,382,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:06:00:00,2018,1,5,6,281.9,332,Hazardous,228,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:07:00:00,2018,1,5,7,266.4,317,Hazardous,251,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:08:00:00,2018,1,5,8,312.4,362,Hazardous,369,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:09:00:00,2018,1,5,9,229.7,279,Very Unhealthy,144,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:10:00:00,2018,1,5,10,277.2,327,Hazardous,324,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:11:00:00,2018,1,5,11,277.2,327,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01MAY18:12:00:00,2018,1,5,12,294.4,345,Hazardous,303,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:13:00:00,2018,1,5,13,270.1,320,Hazardous,252,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:14:00:00,2018,1,5,14,198.0,248,Very Unhealthy,135,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:15:00:00,2018,1,5,15,171.1,221,Very Unhealthy,146,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:16:00:00,2018,1,5,16,158.8,209,Very Unhealthy,147,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:17:00:00,2018,1,5,17,145.8,198,Unhealthy,133,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:18:00:00,2018,1,5,18,151.9,202,Very Unhealthy,158,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:19:00:00,2018,1,5,19,140.4,195,Unhealthy,129,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01MAY18:20:00:00,2018,1,5,20,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01MAY18:21:00:00,2018,1,5,21,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01MAY18:22:00:00,2018,1,5,22,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01MAY18:23:00:00,2018,1,5,23,140.3,195,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01JUN18:07:00:00,2018,1,6,7,377.4,419,Hazardous,417,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:08:00:00,2018,1,6,8,373.5,416,Hazardous,368,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:09:00:00,2018,1,6,9,344.3,394,Hazardous,297,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:10:00:00,2018,1,6,10,344.3,394,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01JUN18:11:00:00,2018,1,6,11,280.2,330,Hazardous,240,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:12:00:00,2018,1,6,12,336.8,387,Hazardous,392,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:13:00:00,2018,1,6,13,326.6,376,Hazardous,315,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:14:00:00,2018,1,6,14,272.7,323,Hazardous,218,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:15:00:00,2018,1,6,15,183.8,234,Very Unhealthy,100,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:16:00:00,2018,1,6,16,131.9,190,Unhealthy,81,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:17:00:00,2018,1,6,17,102.3,175,Unhealthy,73,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:18:00:00,2018,1,6,18,176.3,227,Very Unhealthy,250,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:19:00:00,2018,1,6,19,208.6,259,Very Unhealthy,241,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:20:00:00,2018,1,6,20,196.8,247,Very Unhealthy,185,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:21:00:00,2018,1,6,21,209.8,260,Very Unhealthy,223,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:22:00:00,2018,1,6,22,225.4,275,Very Unhealthy,241,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUN18:23:00:00,2018,1,6,23,199.2,249,Very Unhealthy,173,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:00:00:00,2018,1,7,0,175.0,225,Very Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:01:00:00,2018,1,7,1,174.5,225,Very Unhealthy,174,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:02:00:00,2018,1,7,2,189.7,240,Very Unhealthy,205,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:03:00:00,2018,1,7,3,149.3,199,Unhealthy,109,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:04:00:00,2018,1,7,4,144.1,197,Unhealthy,139,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:05:00:00,2018,1,7,5,126.1,187,Unhealthy,108,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:06:00:00,2018,1,7,6,108.5,178,Unhealthy,91,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:07:00:00,2018,1,7,7,139.7,194,Unhealthy,171,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:08:00:00,2018,1,7,8,145.3,197,Unhealthy,151,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:09:00:00,2018,1,7,9,144.6,197,Unhealthy,144,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:10:00:00,2018,1,7,10,134.3,192,Unhealthy,124,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:11:00:00,2018,1,7,11,125.6,187,Unhealthy,117,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:12:00:00,2018,1,7,12,103.8,176,Unhealthy,82,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:13:00:00,2018,1,7,13,94.3,171,Unhealthy,85,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:14:00:00,2018,1,7,14,112.1,180,Unhealthy,130,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:15:00:00,2018,1,7,15,122.0,185,Unhealthy,132,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:16:00:00,2018,1,7,16,100.5,174,Unhealthy,79,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:17:00:00,2018,1,7,17,61.7,154,Unhealthy,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:18:00:00,2018,1,7,18,44.3,123,Unhealthy for Sensitive Group,27,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:19:00:00,2018,1,7,19,40.1,112,Unhealthy for Sensitive Group,36,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:20:00:00,2018,1,7,20,34.5,98,Moderate,29,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:21:00:00,2018,1,7,21,27.7,84,Moderate,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:22:00:00,2018,1,7,22,23.3,75,Moderate,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01JUL18:23:00:00,2018,1,7,23,20.6,69,Moderate,18,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:00:00:00,2018,1,8,0,25.8,80,Moderate,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:01:00:00,2018,1,8,1,19.9,67,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:02:00:00,2018,1,8,2,15.4,58,Moderate,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:03:00:00,2018,1,8,3,15.2,58,Moderate,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:04:00:00,2018,1,8,4,13.5,54,Moderate,12,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:05:00:00,2018,1,8,5,49.8,136,Unhealthy for Sensitive Group,86,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:06:00:00,2018,1,8,6,150.9,201,Very Unhealthy,252,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:07:00:00,2018,1,8,7,199.4,249,Very Unhealthy,248,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:08:00:00,2018,1,8,8,170.2,221,Very Unhealthy,141,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:09:00:00,2018,1,8,9,95.6,172,Unhealthy,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:10:00:00,2018,1,8,10,88.8,168,Unhealthy,82,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:11:00:00,2018,1,8,11,88.8,168,Unhealthy,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,01AUG18:14:00:00,2018,1,8,14,61.9,154,Unhealthy,29,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:15:00:00,2018,1,8,15,38.7,109,Unhealthy for Sensitive Group,20,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:16:00:00,2018,1,8,16,21.5,71,Moderate,6,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:17:00:00,2018,1,8,17,19.2,66,Moderate,17,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:18:00:00,2018,1,8,18,17.5,62,Moderate,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:19:00:00,2018,1,8,19,24.2,76,Moderate,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:20:00:00,2018,1,8,20,29.1,87,Moderate,34,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:21:00:00,2018,1,8,21,31.5,92,Moderate,34,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:22:00:00,2018,1,8,22,28.2,85,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01AUG18:23:00:00,2018,1,8,23,27.1,83,Moderate,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:00:00:00,2018,1,9,0,27.5,83,Moderate,28,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:01:00:00,2018,1,9,1,31.7,92,Moderate,36,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:02:00:00,2018,1,9,2,46.8,129,Unhealthy for Sensitive Group,62,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:03:00:00,2018,1,9,3,38.9,109,Unhealthy for Sensitive Group,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:04:00:00,2018,1,9,4,30.9,91,Moderate,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:05:00:00,2018,1,9,5,27.9,84,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:06:00:00,2018,1,9,6,21.4,71,Moderate,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:07:00:00,2018,1,9,7,23.7,75,Moderate,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:08:00:00,2018,1,9,8,23.8,76,Moderate,24,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:09:00:00,2018,1,9,9,18.4,64,Moderate,13,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:10:00:00,2018,1,9,10,37.2,105,Unhealthy for Sensitive Group,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:11:00:00,2018,1,9,11,28.1,85,Moderate,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:12:00:00,2018,1,9,12,23.5,75,Moderate,19,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:13:00:00,2018,1,9,13,24.7,77,Moderate,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:14:00:00,2018,1,9,14,24.8,78,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:15:00:00,2018,1,9,15,19.4,66,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:16:00:00,2018,1,9,16,15.2,58,Moderate,11,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:17:00:00,2018,1,9,17,14.6,56,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:18:00:00,2018,1,9,18,14.3,56,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,01SEP18:19:00:00,2018,1,9,19,17.1,62,Moderate,20,UG/M3,1 Hr,Valid
